"מק""ט",שם המוצר,קטגוריה,מותג,צבע,כמות באריזה,כמות במשטח,מידות,שם באנגלית,קטגוריה באנגלית,אימוג'י,תמונה,תמונות נוספות,תמונת מפרט,תמונות מפרט
61235061,"רוזטה 1¼""",אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61235061 | שם: רוזטה 1¼"" | חומר: PP","Rosette 1¼""",אביזרים משלימים,🚰,sml_p39_c.jpg,,,
61237040,אביק 1¼ (70) נירוסטה ניירוסטה,אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61237040 | שם: אביק 1¼ (70) | חומר: ניירוסטה נירוסטה",Stainless Steel Drain Inlet 1¼ (70),אביזרים משלימים,🚰,sml_p42_d.jpg,,,
612385,"פקק שטוח לתבריג 2"" לבן",אטמים ופקקים,ליפסקי,,,,"דגם: פקק 2"" שטוח לבן | R: 2"" | M: 20 | L: 6 | D1: 70 | תיאור: פקק שטוח לתבריג","Flat screwing plug 2"" male","Gaskets, Nuts & Plugs",⚫,612385.jpeg,,,
612386,"פקק שטוח לתבריג 2"" אפור",אטמים ופקקים,ליפסקי,,,,"דגם: פקק 2"" שטוח אפור | R: 2"" | M: 20 | L: 6 | D1: 70 | תיאור: פקק שטוח לתבריג","Flat screwing plug 2"" female","Gaskets, Nuts & Plugs",⚫,612386.jpeg,,,
61239460,"מאריך למבוא זחיח 1¼"" ראש שקע תקע",אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61239460 | שם: 1¼"" | חומר: PP | DN: 32 | L: 122","Extension for Sliding Inlet 1¼"" Socket-Spigot Head",אביזרים משלימים,🚰,sml_p40_c.jpg,,,
61239940,"פקק 1¼""",אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61239940 | שם: פקק 1¼"" | חומר: גומי אלסטומרי","Plug 1¼""",אביזרים משלימים,🚰,sml_p43_a.jpg,,,
612812,"מאריך למחסום 2""",מחסומים גלויים,ליפסקי,,,,"צבע: לבן | Ø: 50 | מידות: Ø50, 35, 136 | תיאור: מאריך למחסום 2"" | מק""ט: פיה NO.612812","2"" Bottle trap extension 1.25"" Bottle trap inlet",Visible Traps,🚰,612812.jpeg,,,
61300030,"מתאם זחיח 1½"" לכיור אמריקאי עם כניסה למדיח J יציאה",אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61300030 | חומר: PP","Sliding Adapter 1½"" for American Sink with Dishwasher Inlet, J Outlet",אביזרים משלימים,🚰,sml_p41_c.jpg,,,
61350060,"מחסום (סיפון) 2"" כפול לכיור מטבח עם 2 מבואים צידיים",סיפונים SmartLock,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61350060 | חומר: PP | DN: 50 | L1: 460-500 | L2: 280-400 | L3: 350-410 | L4: 155 | L5: 325 | H: 500-550","Double Floor Drain (Trap) 2"" for Kitchen Sink with 2 Side Inlets",סיפונים SmartLock,🚰,sml_p33_a.jpg,,,
61350861,"מבוא מספר 3 לסיפון 2""",אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61350861 | שם: מבוא מספר 3 | חומר: PP","Inlet No. 3 for Trap 2""",אביזרים משלימים,🚰,sml_p39_d.jpg,,,
61433260,"מכלול לסיפון 2"" (ללא משפך)",אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61433260 | שם: מכלול לסיפון 2"" | חומר: PP","Assembly for Trap 2"" (without Funnel)",אביזרים משלימים,🚰,sml_p40_a.jpg,,,
61436565,פקק לאביק 1½,אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61436565 | שם: פקק לאביק 1½ | חומר: גומי אלסטומרי",Plug for Drain Inlet 1½,אביזרים משלימים,🚰,sml_p43_a.jpg,,,
61450060,"מחסום (סיפון) 2"" לכיור מטבח",סיפונים SmartLock,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61450060 | חומר: PP | DN: 50 | L1: 315-380 | L2: 325 | L3: 160-210 | L4: 155 | H: 280-400","Floor Drain (Trap) 2"" for Kitchen Sink",סיפונים SmartLock,🚰,sml_p32_b.jpg,,,
61450361,"צינור זחיח לסיפון 2""",אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61450361 | שם: צינור זחיח לסיפון 2"" | חומר: PP","Sliding Pipe for Trap 2""",אביזרים משלימים,🚰,sml_p40_b.jpg,,,
61450365,"משפך 2"" קומפלט",אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61450365 | שם: משפך 2"" קומפלט | חומר: PP","Funnel 2"" Complete",אביזרים משלימים,🚰,sml_p42_b.jpg,,,
61451161,"רוזטה 2""",אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61451161 | שם: רוזטה 2"" | חומר: PP","Rosette 2""",אביזרים משלימים,🚰,sml_p39_c.jpg,,,
61451640,"פקק 2""",אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61451640 | שם: פקק 2"" | חומר: גומי אלסטומרי","Plug 2""",אביזרים משלימים,🚰,sml_p43_a.jpg,,,
61451740,"אביק 2"" (17) נירוסטה ניירוסטה",אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61451740 | שם: אביק 2"" (17) | חומר: ניירוסטה נירוסטה","Stainless Steel Drain Inlet 2"" (17)",אביזרים משלימים,🚰,sml_p42_d.jpg,,,
61458460,"מאריך למבוא זחיח 2"" ראש שקע תקע + אטם",אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61458460 | שם: 2"" | חומר: PP | DN: 50 | L: 250","Extension for Sliding Inlet 2"" Socket-Spigot Head + Seal",אביזרים משלימים,🚰,sml_p40_c.jpg,,,
614783,"פקק שטוח לתבריג 1½""",אטמים ופקקים,ליפסקי,,,,"דגם: פקק 11/2"" | R: 11/2"" | M: 16 | L: 6 | D1: 56 | תיאור: פקק שטוח לתבריג","Flat screwing plug 1.5""","Gaskets, Nuts & Plugs",⚫,614783.jpeg,,,
61480100,מחסום H למכונת כביסה,סיפונים SmartLock,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61480100 | חומר: PP | DN: 40 | D: 32 | L1: 123 | L2: 115 | L3: 175 | H: 61",H Floor Drain for Washing Machine,סיפונים SmartLock,🚰,sml_p36_b.jpg,,,
615301,מאריך למחסום מס. 4,מחסומים גלויים,ליפסקי,,,,"מאפיין: מס. 4 | צבע: לבן | Ø: 34 | מידות: Ø34, 38, 138 | תיאור: מאריך למחסום מס. 4 | מק""ט: פיה NO.615301","2"" Bottle trap extension",Visible Traps,🚰,615301.jpeg,,,
61531561,סט חיבור למדיח / מכונת כביסה 1¼ 45°,אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61531561 | חומר: PP | α: 45° | קוטר יציאה: 1¼",Connection Set for Dishwasher / Washing Machine 1¼ 45°,אביזרים משלימים,🚰,sml_p42_a.jpg,,,
61550060,"מחסום (סיפון) 2"" לכיור מטבח עם כניסה למדיח/מ.כביסה",סיפונים SmartLock,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61550060 | חומר: PP | DN: 50 | L1: 315-380 | L2: 325 | L3: 160-210 | L4: 155 | L5: 85 | H: 280-400","Floor Drain (Trap) 2"" for Kitchen Sink with Dishwasher/Washing Machine Inlet",סיפונים SmartLock,🚰,sml_p32_c.jpg,,,
61551561,סט חיבור למדיח / מכונת כביסה 1½ 90°,אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61551561 | חומר: PP | α: 90° | קוטר יציאה: 1½",Connection Set for Dishwasher / Washing Machine 1½ 90°,אביזרים משלימים,🚰,sml_p42_a.jpg,,,
61554561,סט חיבור למדיח / מכונת כביסה 1½ 45°,אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61554561 | חומר: PP | α: 45° | קוטר יציאה: 1½",Connection Set for Dishwasher / Washing Machine 1½ 45°,אביזרים משלימים,🚰,sml_p42_a.jpg,,,
61600060,פקק לברז (שחור),אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61600060 | שם: פקק לברז (שחור) | חומר: PP",Plug for Faucet (Black),אביזרים משלימים,🚰,sml_p43_a.jpg,,,
61602000,"סט פקקים לברז ושבלונה ½""",אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61602000 | חומר: PP | DN: ½"" | D: 34 | L: 150 | L1: 70","Set of Plugs for Faucet and Template ½""",אביזרים משלימים,🚰,sml_p43_b.jpg,,,
61650060,"מחסום (סיפון) 2"" כפול לכיור מטבח עם מבוא צידי וכניסה למ.כלים/מ.כביסה",סיפונים SmartLock,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61650060 | חומר: PP | DN: 50 | L1: 230-250 | L2: 325 | L3: 350-410 | L4: 155 | L5: 85 | H1: 500-550 | H2: 280-400","Double Floor Drain (Trap) 2"" for Kitchen Sink with Side Inlet and Dishwasher/Washing Machine Inlet",סיפונים SmartLock,🚰,sml_p33_b.jpg,,,
61651061,חיבור ארוך לאגנית,אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61651061 | חומר: PP | DN: 40 | D: 77 | t: 35 | L1: 205 | L2: 76",Long Connection for Shower Tray,אביזרים משלימים,🚰,sml_p39_b.jpg,,,
61651065,חיבור קצר לאגנית,אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61651065 | חומר: PP | DN: 40 | D: 44 | L1: 46 | L2: 59",Short Connection for Shower Tray,אביזרים משלימים,🚰,sml_p39_a.jpg,,,
61657761,מבוא מספר 4,אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 61657761 | שם: מבוא מספר 4 | חומר: PP",Inlet No. 4,אביזרים משלימים,🚰,sml_p39_d.jpg,,,
62161560,מצרה (צד אחד חלק) חיבור ברזל ופלסטיק 60/50,מצרה,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 62161560 | סימון: 60/50 | DN1: 60 | DN2: 50 | t: 50 | L: 100",Reducer (One Side Plain) Iron-Plastic Connection 60/50,מצרה,🚰,sml_p18_b.jpg,,,
62200001,ונטיל לכיור אמריקאי J,אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 62200001 | חומר: נירוסטה",Valve for American Sink J,אביזרים משלימים,🚰,sml_p42_c.jpg,,,
62230060,"מחסום (סיפון) 1¼"" לכיור אמריקאי (6)",סיפונים SmartLock,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 62230060 | חומר: PP+ABS | DN: 32 | D1: 38 | t: 53-133 | L: 245 | H: 150-230","Floor Drain (Trap) 1¼"" for American Sink (6)",סיפונים SmartLock,🚰,sml_p34_a.jpg,,,
62233560,"מבוא זחיח 1¼"" ארוך",אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 62233560 | חומר: PP | DN: 32 | L: 220","Long Sliding Inlet 1¼""",אביזרים משלימים,🚰,sml_p41_a.jpg,,,
62450060,"מחסום (סיפון) 2"" לכיור אמריקאי (1)",סיפונים SmartLock,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 62450060 | חומר: PP | DN: 50 | D: 44 | L1: 345 | L2: 195 | L3: 140-230 | H1: 300-385 | H2: 280-400","Floor Drain (Trap) 2"" for American Sink (1)",סיפונים SmartLock,🚰,sml_p34_b.jpg,,,
62550060,"מחסום (סיפון) 2"" לכיור אמריקאי עם יציאה למדיח (3)",סיפונים SmartLock,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 62550060 | חומר: PP | DN: 50 | D: 44 | L1: 345 | L2: 195 | L3: 140-230 | L4: 195 | H: 300-385","Floor Drain (Trap) 2"" for American Sink with Dishwasher Outlet (3)",סיפונים SmartLock,🚰,sml_p35_a.jpg,,,
62650060,"מחסום (סיפון) 2"" כפול לכיור אמריקאי (4)",סיפונים SmartLock,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 62650060 | חומר: PP | DN: 50 | L1: 210-283 | L2: 460-500 | L3: 155 | H: 300-385","Double Floor Drain (Trap) 2"" for American Sink (4)",סיפונים SmartLock,🚰,sml_p35_b.jpg,,,
62750060,"מחסום (סיפון) 2"" כפול לכיור אמריקאי עם כניסה למדיח (5)",סיפונים SmartLock,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 62750060 | חומר: PP | DN: 50 | L1: 210-283 | L2: 460-500 | L3: 155 | H: 300-385","Double Floor Drain (Trap) 2"" for American Sink with Dishwasher Inlet (5)",סיפונים SmartLock,🚰,sml_p36_a.jpg,,,
62750160,מבוא מספר 5 לכיור אמריקאי למדיח כלים,אביזרים משלימים,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 62750160 | שם: מבוא מספר 5 | חומר: PP",Inlet No. 5 for American Sink for Dishwasher,אביזרים משלימים,🚰,sml_p39_d.jpg,,,
62850060,"מחסום הורקה 1½"" למכונת כביסה",סיפונים SmartLock,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 62850060 | חומר: PP | DN: 40 | D: 32 | S: 1.8 | L1: 350 | L2: 151","Discharge Floor Drain 1½"" for Washing Machine",סיפונים SmartLock,🚰,sml_p37_b.jpg,,,
63350060,"סיפון הורקה 1½"" קומפלקט J",סיפונים SmartLock,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 63350060 | חומר: PP | DN: 576 | D: 576 | S: 145 | L1: 576 | L2: 576","Discharge Trap 1½"" Complete J",סיפונים SmartLock,🚰,sml_p38_a.jpg,,,
63466055,"מחסום (סיפון) 1¼"" לכיור רחצה + צינור מדידה",סיפונים SmartLock,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 63466055 | חומר: ABS | DN: 32 | t: 75-145 | L: 245 | H: 173-243","Floor Drain (Trap) 1¼"" for Washbasin + Measuring Pipe",סיפונים SmartLock,🚰,sml_p31_b.jpg,,,
635735,רשת פנימית עגולה פרגמון,כיסויים,ליפסקי,,,,תיאור: רשת פנימית עגולה,Inner drainage cover - travertine,Collectors & Drains,⬜,635735.jpeg,,,
635736,רשת עליונה פרגמון,כיסויים,ליפסקי,,,,תיאור: רשת עליונה,Cap/Cover travertine,Collectors & Drains,⬜,635736.jpeg,,,
635737,מכסה עגול עליון קבוע פרגמון,כיסויים,ליפסקי,,,,מידות: Ø113 / Ø95 / Ø98 | תיאור: מכסה עגול עליון קבוע,Top drainage cap - travertine,Collectors & Drains,⬜,635737.jpeg,,,
64032300,צינור חלק 32 אורך 3000,צינור חלק,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 64032300 | DN: 32 | L: 3000 | יח׳/ארגז: 20 | יח׳/משטח: 200",Plain Pipe 32 Length 3000,צינור חלק,🚰,sml_p11_a.jpg,,,
64032400,צינור חלק 32 אורך 4000,צינור חלק,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 64032400 | DN: 32 | L: 4000 | יח׳/ארגז: 20 | יח׳/משטח: 200",Plain Pipe 32 Length 4000,צינור חלק,🚰,sml_p11_a.jpg,,,
64041300,צינור חלק 40 אורך 3000,צינור חלק,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 64041300 | DN: 40 | L: 3000 | יח׳/ארגז: 10 | יח׳/משטח: 300",Plain Pipe 40 Length 3000,צינור חלק,🚰,sml_p11_a.jpg,,,
64041400,צינור חלק 40 אורך 4000,צינור חלק,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 64041400 | DN: 40 | L: 4000 | יח׳/ארגז: 10 | יח׳/משטח: 300",Plain Pipe 40 Length 4000,צינור חלק,🚰,sml_p11_a.jpg,,,
64051300,צינור חלק 50 אורך 3000,צינור חלק,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 64051300 | DN: 50 | L: 3000 | יח׳/ארגז: 10 | יח׳/משטח: 200",Plain Pipe 50 Length 3000,צינור חלק,🚰,sml_p11_a.jpg,,,
64051400,צינור חלק 50 אורך 4000,צינור חלק,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 64051400 | DN: 50 | L: 4000 | יח׳/ארגז: 10 | יח׳/משטח: 200",Plain Pipe 50 Length 4000,צינור חלק,🚰,sml_p11_a.jpg,,,
64063400,צינור חלק 63 אורך 4000,צינור חלק,חוליות,,,,"יצרן: חוליות | מק""ט חוליות: 64063400 | DN: 63 | L: 4000 | יח׳/ארגז: 10 | יח׳/משטח: 100",Plain Pipe 63 Length 4000,צינור חלק,🚰,sml_p11_a.jpg,,,
642102,חלקים למוצרים סניטריים,חלקים סניטריים,ליפסקי,,,,תיאור: מצוף מילוי מכני,Flushing valve mechanical,Sanitary Parts,🔧,642102.jpeg,,,
645971,"משפך קומפלט 2""",מחסומים גלויים,ליפסקי,,,,"מק""ט: (עם יציאה) NO.645971 | צבע: לבן | Ø: 40 | מידות: 138, Ø40 | תיאור: משפך קומפלט 2""","2"" Bottle trap inlet",Visible Traps,🚰,645971.jpeg,,,
645975,"צינור יציאה למדיח, שקית קומפלט (מתאימה לסיפון אמריקאי בלבד)",מחסומים גלויים,ליפסקי,,,,"מק""ט פיה: NO.645975 | צבע: לבן | תיאור: צינור יציאה למדיח, שקית קומפלט (מתאימה לסיפון אמריקאי בלבד)","1.25"" Bottle trap extension Outlet connection for dishwasher",Visible Traps,🚰,645975.jpeg,,,
6602000200,"מתאם PPR ריתוך/רקורד משושה תבריג פנימי 20x1/2""",מתאמים PPR,פולירול,,,,"R: 24 | G: 15 | F: 28 | E: 10 | D2: 15 | D1: 19.5 | B: 39 | A: 39 | מק""ט חוליות: 6602000200 | יצרן: Polyroll",PPR Adapter 20x1/2”,PPR Adapters,🔩,ppr_p56_a.jpg,,,
6602000250,"מתאם PPR ריתוך/רקורד משושה תבריג פנימי 25x3/4""",מתאמים PPR,פולירול,,,,"R: 30 | G: 16 | F: 33 | E: 10 | D2: 16 | D1: 24.5 | B: 50 | A: 41 | מק""ט חוליות: 6602000250 | יצרן: Polyroll",PPR Adapter 25x3/4”,PPR Adapters,🔩,ppr_p56_a.jpg,,,
6602000320,"מתאם PPR ריתוך/רקורד משושה תבריג פנימי 32x1""",מתאמים PPR,פולירול,,,,"R: 37 | G: 18 | F: 43 | E: 11 | D2: 18 | D1: 31.5 | B: 65 | A: 45 | מק""ט חוליות: 6602000320 | יצרן: Polyroll",PPR Adapter 32x1”,PPR Adapters,🔩,ppr_p56_a.jpg,,,
6602000400,"מתאם PPR ריתוך/רקורד משושה תבריג פנימי 40x1¼""",מתאמים PPR,פולירול,,,,"R: 21 | G: 51 | F: 12 | E: 21 | D2: 39.4 | D1: 63 | B: 50 | מק""ט חוליות: 6602000400 | יצרן: Polyroll",PPR Adapter 1/4”,PPR Adapters,🔩,ppr_p56_a.jpg,,,
6602000500,"מתאם PPR ריתוך/רקורד משושה תבריג פנימי 50x1½""",מתאמים PPR,פולירול,,,,"R: 24 | G: 66 | F: 12 | E: 25 | D2: 49.4 | D1: 80 | B: 57 | מק""ט חוליות: 6602000500 | יצרן: Polyroll",PPR Adapter 1/2”,PPR Adapters,🔩,ppr_p56_a.jpg,,,
6602080200,"ברך PPRCT ריתוך/הברגה לנקודת מים תבריג פנימי 20x1/2""",ברכיים PPR,פולירול,,,,"R: 45 | G: 15 | F: 35 | E: 19.5 | B: 27 | A: 45 | חומר: PPRCT | מק""ט חוליות: 6602080200 | יצרן: Polyroll",PPR Elbow 20x1/2”,PPR Elbows,↪️,ppr_p48_a.jpg,,,
